DJI_0570.JPG,86.189225,22.7926734444,260.45,118.3,-1.5,0.3
DJI_0571.JPG,86.1892233333,22.7926741111,260.35,118.4,-1.6,1.3
DJI_0572.JPG,86.1892743889,22.7926470556,260.45,119.2,4.5,0.0
DJI_0573.JPG,86.1892810833,22.7926418333,278.35,116.6,1.0,-1.0
DJI_0574.JPG,86.1892846111,22.7926423611,298.35,118.0,0.1,-2.5
DJI_0575.JPG,86.1892842222,22.7926408889,298.35,118.1,0.7,-3.6
DJI_0576.JPG,86.1892841111,22.7926409722,298.55,164.0,2.0,-2.8
DJI_0577.JPG,86.1892844444,22.7926421944,298.25,165.4,2.1,-2.6
DJI_0578.JPG,86.1894777222,22.7924619167,298.15,124.1,-1.0,-1.0
DJI_0579.JPG,86.1895415,22.7924114444,297.95,-147.7,4.1,6.7
DJI_0580.JPG,86.1895428333,22.7924115833,316.05,-147.7,4.2,2.0
DJI_0581.JPG,86.1894585833,22.7922926111,316.45,-147.8,15.3,1.3
DJI_0582.JPG,86.189375,22.7921730556,316.35,-147.6,20.8,1.8
DJI_0583.JPG,86.1893395,22.7920170556,316.55,-146.7,20.0,6.7
DJI_0584.JPG,86.1893594167,22.7918718611,316.45,-146.2,16.1,12.1
DJI_0585.JPG,86.1893975,22.791757,316.65,-145.6,15.0,15.4
DJI_0586.JPG,86.1893251667,22.79160875,316.45,-147.7,22.4,4.1
DJI_0587.JPG,86.1892276111,22.7914509444,316.45,-147.1,21.7,2.5
DJI_0588.JPG,86.1891615833,22.7912100833,316.55,-147.8,23.2,0.4
DJI_0589.JPG,86.1890609722,22.7910543056,316.45,-146.9,15.2,1.1
DJI_0590.JPG,86.1890603056,22.791051,316.45,-147.8,4.3,0.2
DJI_0591.JPG,86.1890618889,22.7910521667,316.25,171.8,1.9,-0.1
DJI_0592.JPG,86.1890626667,22.7910524722,316.25,153.7,2.5,-1.9
DJI_0593.JPG,86.1890627778,22.7910536667,316.35,133.9,1.0,-1.3
DJI_0594.JPG,86.1891505,22.7909531389,316.75,-177.3,9.0,8.8
DJI_0595.JPG,86.1891531111,22.79095575,316.55,152.7,-0.2,-1.0
DJI_0596.JPG,86.1891958611,22.7909300278,316.55,136.6,0.1,-1.5
DJI_0597.JPG,86.1893098056,22.7908370556,332.85,136.9,0.0,-3.4
DJI_0598.JPG,86.1893076667,22.7908371389,332.85,90.5,-3.3,-1.9
DJI_0599.JPG,86.1894039722,22.79083625,332.75,89.7,0.7,-2.3
DJI_0600.JPG,86.1896037778,22.7907560556,332.85,117.9,-11.0,-3.9
DJI_0601.JPG,86.1897220833,22.7907081111,332.85,120.8,-0.1,-2.5
DJI_0602.JPG,86.1897172222,22.7907071111,332.75,-6.4,-4.6,0.7
DJI_0603.JPG,86.1897178333,22.79070775,332.85,-27.6,-4.4,3.1
DJI_0604.JPG,86.1897203611,22.7907106944,332.65,2.5,-3.2,0.2
DJI_0605.JPG,86.1897213333,22.7907082778,332.75,35.9,-4.9,-2.4
DJI_0606.JPG,86.1897191667,22.7907086111,332.85,62.1,-3.6,-1.6
DJI_0607.JPG,86.1897191389,22.7907087778,332.75,95.9,-0.9,-3.3
DJI_0608.JPG,86.1897196389,22.7907082778,332.85,122.0,2.0,-3.9
DJI_0609.JPG,86.1897209722,22.7907107778,332.95,175.0,1.9,0.2
DJI_0610.JPG,86.1898359722,22.7907066944,332.75,94.1,17.1,-1.7
DJI_0611.JPG,86.1899539722,22.7907056667,332.65,96.3,14.4,-1.0
DJI_0612.JPG,86.1899559444,22.7907113056,332.75,97.0,-1.9,0.9
DJI_0613.JPG,86.1900391111,22.7907086667,332.65,98.3,-0.6,0.6
DJI_0614.JPG,86.1901192778,22.7907045278,332.85,97.0,0.4,0.2
DJI_0615.JPG,86.19029575,22.7906759722,333.05,97.3,12.0,-2.6
DJI_0616.JPG,86.1905434167,22.7906268056,332.95,98.1,16.6,0.2
DJI_0617.JPG,86.1907650833,22.7906030556,332.75,96.3,29.1,-0.7
DJI_0618.JPG,86.1910163611,22.7905761667,332.75,97.6,-3.3,-0.5
DJI_0619.JPG,86.1910762222,22.7905635278,332.85,169.4,1.4,-0.6
